year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2008,7,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",128,47,3.39,4.13,39.48,0,0,12,0,2916,101,145,2670,0,0
2008,7,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93,42,23.32,0,16.88,0,1.8,2,1,1879,1200,0,622,0,57
2008,7,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",623,312,21.95,2.63,208.83,0,78.58,21,4,23964,1281,309,13833,0,8541
2008,7,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1596,553,67.83,6.88,343.92,0,134.38,92,6,37950,7453,1003,20879,0,8615
2008,7,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",586,243,38.29,53.29,139.43,0,11.98,19,6,11653,2041,3251,5775,0,586
2008,7,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1240,447,111.1,56.98,259.14,0.23,19.55,79,9,25901,7488,3887,12890,5,1631
2008,7,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",658,253,37.38,6.51,142.55,0,66.56,42,10,16591,2246,602,9102,0,4641
2008,7,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1170,268,15.3,10.63,189.45,0,52.61,73,5,15204,460,1335,10091,0,3318
2008,7,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",57,36,4.22,0.52,26.73,0,4.53,4,0,2663,228,53,1972,0,410
2008,7,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",35,12,8,0,4,0,0,2,0,788,371,0,417,0,0
2008,8,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",201,37,2.72,1.96,30.43,0,1.89,13,4,1894,120,116,1550,0,108
2008,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1826,598,113.2,24.27,339.15,0,121.38,83,25,37829,7854,1373,20390,0,8212
2008,8,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",248,81,13.96,1,48.7,0,17.35,6,1,6435,1073,40,3995,0,1327
2008,8,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",392,125,11.89,3.73,94.63,0,14.75,3,6,9987,948,169,7978,0,892
2008,8,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1647,338,40.93,5.83,227.44,0,63.79,95,13,20410,2327,539,13513,0,4031
2008,8,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",105,34,6.15,1.8,23.45,0,2.6,8,1,2141,349,256,1299,0,237
2008,8,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",92,37,22.89,1.04,12.18,0,0.89,0,1,1334,809,28,472,0,25
2008,8,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",618,261,24.55,2.3,181.35,0,52.8,13,11,19415,1064,148,13264,0,4939
2008,8,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1564,433,44.33,5.42,262.72,0,120.54,101,19,31151,4363,900,17117,0,8771
2008,8,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",581,153,22.1,26.12,92.47,0.72,11.59,14,7,7655,1245,2062,3650,49,649
2008,8,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1206,372,100.21,51.6,198.94,1,20.26,70,15,24367,6670,3642,11874,91,2090
2008,8,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",645,229,33.9,2.41,119.05,0,73.64,29,11,15024,2060,177,7646,0,5141
2008,8,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1125,203,27.23,1.68,133.54,0,40.55,54,4,11337,1121,111,7508,0,2597
2008,8,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",56,30,6.49,0.1,15.86,0,7.55,7,0,1862,403,15,953,0,491
2008,8,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",35,13,8,1,3,1,0,4,0,907,598,184,59,66,0
2008,9,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",198,34,4.93,1,28.07,0,0,9,0,1986,367,53,1566,0,0
2008,9,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1666,429,71.55,6.74,285.56,0,65.15,52,7,23987,3233,273,16427,0,4054
2008,9,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",229,56,5.07,1,37.15,0,12.78,2,2,3841,285,28,2508,0,1020
2008,9,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",376,71,9.08,1,58.14,0,2.77,29,3,4980,423,146,4132,0,279
2008,9,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1550,284,28.88,3.57,215.12,0,36.44,53,5,11878,1789,229,8214,0,1646
2008,9,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",51,11,1.02,0,8.53,0,1.45,2,1,797,52,0,712,0,33
2008,9,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",60,20,11.04,0,7.42,0,1.53,0,0,1027,451,0,244,0,332
2008,9,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",562,142,12.27,0,112.01,0,17.71,15,4,6927,468,0,5342,0,1117
2008,9,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1539,373,31.24,3.22,236.42,0,102.12,55,3,22457,3449,304,12579,0,6125
2008,9,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",564,158,28.6,36.48,87.77,0.56,4.59,7,1,7722,1943,2439,3140,14,186
2008,9,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1090,267,57.68,30.55,173.86,0,4.91,42,6,15286,3578,2193,9232,0,283
2008,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",570,163,18.77,6.63,100.54,0,37.06,10,3,8643,1016,629,4916,0,2082
2008,9,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1126,178,15.11,3.29,138.91,0,20.69,47,1,7485,641,253,5577,0,1014
2008,9,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",34,11,0.94,0,10.06,0,0,2,0,526,65,0,461,0,0
2008,9,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",100,40,11,0,21.03,1,6.97,9,0,3049,875,0,1642,39,493
2008,10,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",231,52,6.47,0.31,43.6,0,1.63,2,2,2296,524,9,1723,0,40
2008,10,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1740,395,52.35,3.36,298.4,0,40.89,45,16,16579,2605,141,11831,0,2002
2008,10,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",239,57,6.82,0,43.12,0,7.06,0,3,2718,419,0,1925,0,374
2008,10,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",390,89,7.29,1.01,78.38,0,2.32,1,2,4502,357,28,4032,0,85
2008,10,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1638,319,42.42,0.81,220.65,0,55.12,59,6,11867,1562,58,7513,0,2734
2008,10,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",51,16,1.28,0,10.62,0,4.11,1,0,697,102,0,391,0,204
2008,10,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",62,21,14.68,0,4.64,0,1.69,0,0,901,546,0,196,0,159
2008,10,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",584,151,12.24,0,106.92,0,31.84,15,2,6652,562,0,4345,0,1745
2008,10,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1606,393,31.91,1.2,269.92,0,89.97,34,5,18413,2454,50,11756,0,4153
2008,10,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",584,176,20.76,36.81,112.58,0,5.86,4,2,6952,1135,1924,3698,0,195
2008,10,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1030,231,38.96,22.16,164.34,0,5.54,9,2,9689,2246,1128,5838,0,477
2008,10,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",593,135,15.63,3.65,84.02,0,31.7,12,3,7296,1001,172,4196,0,1927
2008,10,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1170,147,10.78,0,129.62,0,6.6,32,1,4915,318,0,4319,0,278
2008,10,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",49,20,1,0,17,0,2,0,1,863,63,0,659,0,141
2008,10,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",108,45,12,0,30.05,0,2.95,7,1,3460,1256,0,1787,0,417
2008,11,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",210,37,7,3,27,0,0,5,1,2363,336,119,1908,0,0
2008,11,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1455,362,69.06,3.19,240.34,0,49.41,35,4,23222,3845,107,15589,0,3681
2008,11,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",229,53,8.91,0,33.18,0,10.91,1,2,4076,661,0,2479,0,936
2008,11,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",355,77,7.76,1,64.83,0,3.41,2,0,5627,249,33,5085,0,260
2008,11,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1577,250,41.38,4.94,144.41,0,59.26,58,0,11714,1911,389,6218,0,3196
2008,11,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",43,16,3.93,0.01,6.28,0,5.78,0,0,1354,395,1,370,0,588
2008,11,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",60,20,7.81,0,11.4,0,0.79,0,0,952,401,0,503,0,48
2008,11,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",522,118,12.51,0.18,62.38,0,42.93,10,0,7290,649,22,3432,0,3187
2008,11,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",889,177,20.52,0.73,123.56,0,32.2,18,7,9974,810,19,7569,0,1576
2008,11,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",527,145,27.09,37.25,73.94,0.3,6.41,2,0,8594,1701,2960,3622,7,304
2008,11,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",936,206,48.04,30.04,123.88,0,4.04,14,5,11263,3071,1769,6170,0,253
2008,11,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",542,91,10.33,1.58,63.82,0,15.27,14,0,5595,716,40,3984,0,855
2008,11,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1029,122,7.1,1.35,93.32,0,20.23,30,2,4941,267,153,3451,0,1070
2008,11,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",13,1,0,0,1,0,0,0,1,33,0,0,33,0,0
2008,11,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",49,7,2,0,5,0,0,3,1,263,124,0,139,0,0
2008,12,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",212,72,13.29,5.17,45.67,0,7.87,18,0,5035,1354,233,2981,0,467
2008,12,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1518,547,78.68,40.47,316.99,0,110.86,82,2,38687,4975,2807,21124,0,9781
2008,12,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",239,94,16.15,0,41.83,0.53,35.49,5,4,8054,1297,0,3782,8,2967
2008,12,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",373,132,21.47,2.31,92.61,0,15.61,5,3,9854,1013,92,7576,0,1173
2008,12,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1703,444,72.41,7.61,250.19,0,113.79,97,4,22582,4326,793,10769,0,6694
2008,12,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",54,19,1.16,0.15,11.68,0,6.01,4,0,1302,97,8,763,0,434
2008,12,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",62,32,15.89,0,11.87,0,4.24,0,0,2198,1129,0,645,0,424
2008,12,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",537,213,33.65,0,113.01,0,66.34,10,1,12851,1664,0,6905,0,4282
2008,12,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",921,303,43.29,9.75,166.64,0,83.31,56,3,20388,4017,1367,8929,0,6075
2008,12,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",505,220,35.15,58.72,102.9,0,23.23,7,1,13673,1982,3813,5955,0,1923
2008,12,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1018,324,91.76,51.05,167.15,0.31,13.72,92,5,19502,5951,3326,9006,10,1209
2008,12,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",551,187,26.31,8.2,93.25,0,59.23,36,1,14330,2129,609,6377,0,5215
2008,12,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1006,212,23.55,1.92,132.86,0,53.66,57,1,10216,1086,205,5554,0,3371
2008,12,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",23,5,1,0,4,0,0,1,0,261,16,0,245,0,0
2008,12,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",57,14,4,0,9,0,1,4,0,1127,264,0,585,0,278
2009,1,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",201,45,11.47,2.58,26.38,0,4.57,22,0,2583,727,173,1237,0,446
2009,1,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1517,396,84.56,30.4,200.96,0,80.08,131,1,25440,4518,1766,13786,0,5370
2009,1,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",248,70,14.3,0,32.16,0.22,23.31,2,2,4767,803,0,2435,11,1518
2009,1,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",345,76,9.86,0.58,60.71,0,4.86,10,4,5762,556,34,4890,0,282
2009,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1608,338,48.29,6.21,200.99,0,82.51,116,8,16365,1969,339,9568,0,4489
2009,1,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",51,10,1.24,0.17,5.3,0,3.29,6,0,620,141,25,260,0,194
2009,1,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",62,31,14.04,0.39,13,0,3.57,0,0,1913,1037,15,600,0,261
2009,1,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",479,133,22.87,0,81.01,0,29.12,19,3,8050,868,0,4949,0,2233
2009,1,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",925,263,31.96,10.09,150.07,0,70.88,67,2,17277,2329,714,9667,0,4567
2009,1,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",491,145,23.79,30.47,83.76,0,6.98,3,2,7869,1276,2278,3913,0,402
2009,1,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",998,335,94.47,62.07,168.59,0,9.87,79,4,19685,6766,4369,7871,0,679
2009,1,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",555,129,24.37,2.41,67.31,0,34.91,44,2,9768,1868,192,5355,0,2353
2009,1,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1083,228,30.99,6.97,154.34,0,35.69,66,2,12260,1610,635,8017,0,1998
2009,1,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",39,7,3,0,4,0,0,4,0,821,270,0,551,0,0
2009,1,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",77,17,7,0,9,0,1,6,0,1146,479,0,629,0,38
2009,2,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",179,32,4.25,0,24.95,0,2.79,13,2,1884,98,0,1406,0,380
2009,2,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1374,382,62.79,4.18,265.04,0,49.99,104,3,25536,4831,215,16575,0,3915
2009,2,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",224,78,11.9,0,50.45,0,15.66,1,3,5707,629,0,3797,0,1281
2009,2,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",310,91,8.42,0.06,81.78,0,0.74,4,0,7307,429,6,6823,0,49
2009,2,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1479,339,31.78,1.19,264.77,0,41.26,86,4,16430,1696,104,12210,0,2420
2009,2,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",44,9,0.21,0,5.64,0,3.15,4,0,670,24,0,434,0,212
2009,2,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",56,22,8.32,0.19,12,0,1.49,0,0,1380,732,6,538,0,104
2009,2,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",437,137,14.98,0,84.05,0,37.97,13,1,8407,745,0,4787,0,2875
2009,2,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",851,242,22.09,3.05,172.03,0,44.84,30,1,14911,863,719,10037,0,3292
2009,2,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",506,170,23.28,59.87,78.64,0,8.22,5,1,10220,1349,4617,3827,0,427
2009,2,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",906,303,49.2,34.32,205.19,0.86,13.43,34,3,15516,2553,2616,9222,65,1060
2009,2,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",528,140,28.4,0.95,87.14,0,23.52,34,1,9274,1667,35,6101,0,1471
2009,2,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1038,203,15.3,1.26,153.9,0,32.54,34,1,8558,829,298,5914,0,1517
2009,2,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",46,15,1,0.13,13.87,0,0,4,0,904,31,9,864,0,0
2009,2,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",73,24,8,0,16,0,0,3,1,1799,660,0,1139,0,0
2009,3,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",200,45,5,1.37,34.47,0,4.15,8,1,2752,277,69,2200,0,206
2009,3,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1532,567,95.1,9.23,390.03,0,72.64,97,5,34583,6368,572,21951,0,5692
2009,3,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",248,94,9.22,0.1,69.71,0,14.97,3,4,5264,489,5,3939,0,831
2009,3,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",334,118,13.93,1.6,96.58,0,5.89,4,2,7678,709,94,6388,0,487
2009,3,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1476,390,46.89,6.41,261.21,0,75.49,85,4,19253,2717,266,11419,0,4851
2009,3,EV,Atlantic Southeast Airlines,LGA,"New York, NY: LaGuardia",48,15,0.05,0,8.28,0,6.68,4,0,1092,6,0,443,0,643
2009,3,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",62,29,1.75,1.36,22.96,0,2.93,0,0,1716,58,109,1470,0,79
2009,3,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",487,180,17.71,2.51,101.44,0,58.34,21,1,11869,1074,369,6068,0,4358
2009,3,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",961,303,30.26,1.32,209.63,0,61.78,42,1,18254,2986,130,11673,0,3465
2009,3,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",581,183,29.44,39.47,103.07,0,11.01,10,0,9069,1680,2352,4285,0,752
2009,3,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1037,379,64.97,37.48,259.44,0,17.1,62,3,20198,4908,2453,11786,0,1051
2009,3,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",590,160,15.78,2.04,103.75,0,38.43,51,0,10210,1309,240,6068,0,2593
2009,3,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1148,258,24.76,1.64,186,0.76,44.84,55,2,11405,1179,112,7581,19,2514
2009,3,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",88,35,4.09,0,26.89,0,4.02,3,0,2483,272,0,1896,0,315
2009,3,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",84,26,9,0,16,0,1,7,0,1892,594,0,1180,0,118
2009,4,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",77,26,7.08,1.31,16.34,0,1.27,6,1,1381,360,100,868,0,53
2009,4,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1441,527,68.76,13.88,368.44,0,75.93,63,6,43831,6927,873,28874,0,7157
2009,4,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",240,82,9.97,0,52.94,0,19.09,8,6,6429,578,0,4551,0,1300
2009,4,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",317,117,10.5,3.38,95.63,0.02,7.46,3,3,11076,564,404,9064,4,1040
2009,4,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1261,346,42.47,5.8,252.66,0,45.07,58,11,23977,2898,877,15715,0,4487
2009,4,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",60,33,2.28,0,27.44,0,3.28,0,0,1952,69,0,1570,0,313
2009,4,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",476,176,16.45,0,118.61,0,40.94,15,5,14353,1126,0,9026,0,4201
2009,4,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",936,281,23.01,1.03,207.18,0,49.78,42,6,20022,2472,317,13697,0,3536
2009,4,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",667,235,34.81,43.6,129.27,1.22,26.1,11,3,15755,2646,4174,6611,41,2283
2009,4,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1074,419,78.92,44.54,262.03,0,33.51,59,8,25417,5613,3340,14460,0,2004
2009,4,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",551,178,16.19,2.13,118.72,0,40.96,41,2,11773,875,142,7939,0,2817
2009,4,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1122,261,27.36,3.76,185.6,1,43.28,42,3,13868,1291,323,9604,44,2606
2009,4,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",76,28,1,0,23.51,0,3.49,7,1,2354,62,0,2086,0,206
2009,4,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",74,25,9,0,16,0,0,4,0,1930,832,0,1098,0,0
2009,5,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",62,17,1,1,15,0,0,1,1,1080,22,91,967,0,0
2009,5,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1455,548,54.89,12.61,414.95,0,65.55,64,13,31273,2999,895,23179,0,4200
2009,5,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",238,91,10.12,2.18,62.16,0,16.55,1,12,5908,724,179,3998,0,1007
2009,5,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",296,107,3.04,0.28,102.03,0,1.65,3,3,7513,137,12,7307,0,57
2009,5,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1232,368,28.37,8.35,284.35,0,46.94,38,9,16108,1627,374,11898,0,2209
2009,5,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",62,31,3.35,0.06,25.87,0,1.72,0,0,1706,191,4,1452,0,59
2009,5,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",486,207,19.84,0.7,130.99,0,55.47,12,5,13406,1150,94,7639,0,4523
2009,5,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",930,314,22.82,6.7,240.78,0,43.7,31,6,20051,1956,750,14283,0,3062
2009,5,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",738,292,22.64,72.74,170.32,0,26.3,4,5,15311,1497,4664,7479,0,1671
2009,5,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1124,489,67.99,47.01,338.25,0.38,35.37,47,8,27748,4167,3976,17247,13,2345
2009,5,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",543,197,24.78,3.09,134.71,0,34.42,34,4,12155,1347,284,8561,0,1963
2009,5,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1130,253,16.84,5.79,186.93,1,42.44,45,3,11163,723,382,7587,24,2447
2009,5,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",118,58,1.63,0,51.54,0,4.83,1,2,4180,100,0,3773,0,307
2009,5,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",75,26,6,0,20,0,0,2,1,2385,836,0,1549,0,0
2009,6,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",121,47,7.32,2.62,31.09,0,5.97,13,1,2812,509,102,1817,0,384
2009,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1450,596,82.92,29.95,397.54,0,85.59,70,24,38872,5163,3483,23624,0,6602
2009,6,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",240,110,16.14,1.02,71.24,0,21.6,5,8,8870,1328,94,5432,0,2016
2009,6,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",309,111,5.88,0,103.43,0,1.68,2,4,7702,210,0,7316,0,176
2009,6,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1129,384,48.31,2.01,272.53,0.75,60.4,73,6,25361,3887,104,16123,30,5217
2009,6,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",60,31,3.07,0,17.72,0,10.21,0,1,1938,194,0,943,0,801
2009,6,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",501,202,20.69,0.94,134.19,0,46.18,16,7,15707,879,17,10697,0,4114
2009,6,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",945,314,41.67,3.58,210.77,0.97,57.01,70,6,23085,4814,801,13513,37,3920
2009,6,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",808,326,39.39,91.87,160.11,0,34.63,17,13,20690,2213,6953,8593,0,2931
2009,6,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1064,468,75.18,38.69,306.39,0.16,47.58,91,12,25732,4691,3287,15257,5,2492
2009,6,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",579,214,30.05,5.94,116.64,1,60.37,46,7,15712,2329,705,7286,54,5338
2009,6,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1090,260,19.13,5.87,173,0.99,61.01,45,7,15424,765,973,9103,30,4553
2009,6,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",23,5,0,1.86,3.07,0,0.07,0,0,855,0,411,427,0,17
2009,6,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",132,45,3.42,0.58,36.33,0,4.67,4,0,3757,236,18,2955,0,548
2009,6,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",73,21,9,0,12,0,0,12,1,2093,881,0,1212,0,0
2009,7,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",135,34,8.8,0,16.27,0,8.93,9,2,2066,404,0,1050,0,612
2009,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1493,419,92.15,16.63,232.81,0,77.41,58,28,28695,4834,1289,15960,0,6612
2009,7,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",248,83,22.87,3.38,42.2,0,14.55,6,2,6668,1963,160,3337,0,1208
2009,7,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",307,77,9.95,2.61,58.74,0,5.7,0,8,6162,570,348,4816,0,428
